file_id,signal_length,duration_seconds,sampling_rate,signal_description,sampling_frequency,respiratory_modulation_type,simulated_respiratory_rate_bpm,simulated_heart_rate_bpm,resp_estimated_respiratory_rate_bpm,resp_respiratory_power,resp_respiratory_frequency_hz,resp_respiratory_modulation_depth,resp_respiratory_envelope_mean,resp_respiratory_envelope_std,resp_respiratory_regularity,resp_expected_respiratory_rate_bpm,resp_respiratory_rate_accuracy,cardiac_mean_heart_rate_bpm,cardiac_heart_rate_std,cardiac_min_heart_rate,cardiac_max_heart_rate,cardiac_num_beats,cardiac_rmssd,cardiac_sdnn,cardiac_pnn50,cardiac_vlf_power,cardiac_lf_power,cardiac_hf_power,cardiac_lf_hf_ratio,cardiac_expected_heart_rate_bpm,cardiac_heart_rate_accuracy,quality_signal_mean,quality_signal_std,quality_signal_min,quality_signal_max,quality_signal_range,quality_signal_skewness,quality_signal_kurtosis,quality_snr_db,quality_signal_stationarity,quality_zero_crossing_rate
rrest-syn011,105000,-0.0023441,500,"Pleth, simulated finger PPG; and II, simulated ECG",500,BW,24.0,80.0,80.00000000000001,4074870.4798678807,1.3333333333333335,137.798826050535,145.31441158536157,137.798826050535,0.9858785381244499,24.0,-1.333333333333334,80.0,0.0,80.0,80.0,280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,1.0,0.017133061144612112,141.6064871075658,-298.24112452394354,711.0023804577397,1009.2435049816833,3.1319389153448913,12.11855927472164,18.306998129800565,0.9979791152619547,0.011714285714285714
rrest-syn012,105000,-0.002386,500,"Pleth, simulated finger PPG; and II, simulated ECG",500,BW,26.0,80.0,80.00000000000001,4075296.7606444233,1.3333333333333335,138.19618459485167,148.2450527730244,138.19618459485167,0.9887347361180714,26.0,-1.0769230769230775,80.0,0.0,80.0,80.0,280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,1.0,0.04107669252314093,143.30872168342918,-305.5884524893092,721.9008846165019,1027.489337105811,3.078405794366029,11.844150600779662,18.41056205061917,0.9982552209662744,0.01278095238095238
rrest-syn014,105000,-0.0024698,500,"Pleth, simulated finger PPG; and II, simulated ECG",500,BW,30.0,80.0,80.00000000000001,4075334.7691329904,1.3333333333333335,138.64539316392026,156.5788025007792,138.64539316392026,0.9744715435574982,30.0,-0.6666666666666672,80.0,0.0,80.0,80.0,280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,1.0,0.07560252744743996,147.88417887398703,-326.5395419773779,744.0500069313197,1070.5895489086975,2.9710739189058972,11.302110130383914,18.682609562215244,0.9982180890601298,0.012647619047619048
rrest-syn013,105000,-0.0024279,500,"Pleth, simulated finger PPG; and II, simulated ECG",500,BW,28.0,80.0,80.00000000000001,4075486.3559971745,1.3333333333333335,138.52910722082174,152.1479517217899,138.52910722082174,0.9871537450809841,28.0,-0.8571428571428577,80.0,0.0,80.0,80.0,280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,1.0,0.062452999418373276,145.49795335373264,-318.12371305143597,733.0260921100173,1051.1498051614533,3.022533605006819,11.560859921984047,18.54183123492765,0.9979617232832917,0.01278095238095238
rrest-syn015,105000,-0.0025116,500,"Pleth, simulated finger PPG; and II, simulated ECG",500,BW,32.0,80.0,32.00000000000001,4173247.1990565103,0.5333333333333334,138.4005327260608,160.96519537235937,138.4005327260608,0.9821106618156363,32.0,0.9999999999999998,80.0,0.0,80.0,80.0,280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,1.0,0.07786721766746453,150.10745404015455,-326.90263259826054,751.6234997760615,1078.526132374322,2.9019324579717534,10.94909154410515,18.81154560658476,0.997368144031382,0.011714285714285714
rrest-syn016,105000,-0.0025535,500,"Pleth, simulated finger PPG; and II, simulated ECG",500,BW,34.0,80.0,34.00000000000001,4522357.751600697,0.5666666666666668,138.07029424368247,164.613727598286,138.07029424368247,0.9742341261646658,34.0,0.9999999999999998,80.0,0.0,80.0,80.0,280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,1.0,0.07062716998643333,151.92281013419995,-343.5163807666076,759.7445161292527,1103.2608968958602,2.8825672389092993,10.859479815946038,18.915305633015922,0.9982964093095076,0.012
rrest-syn018,105000,-0.0026373,500,"Pleth, simulated finger PPG; and II, simulated ECG",500,BW,38.0,80.0,38.00000000000001,4932429.795573937,0.6333333333333334,137.58521404790542,169.21069614082288,137.58521404790542,0.9896226714095843,38.0,0.9999999999999998,80.0,0.0,80.0,80.0,280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,1.0,0.041768026760852756,154.2108119888379,-351.19518950943643,767.6704954728348,1118.8656849822712,2.831610416542996,10.605029192343062,19.043817378153307,0.995507545354789,0.012142857142857143
rrest-syn017,105000,-0.0025954,500,"Pleth, simulated finger PPG; and II, simulated ECG",500,BW,36.0,80.0,36.00000000000001,4767461.301279513,0.6000000000000001,137.78738725333264,167.3269098520925,137.78738725333264,0.9805572568853697,36.0,0.9999999999999998,80.0,0.0,80.0,80.0,280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,1.0,0.05744040668153154,153.27043998656683,-347.7499240783805,764.321256976638,1112.0711810550185,2.852869382009495,10.71120580785735,18.991338752201592,0.9952298323933351,0.012276190476190477
rrest-syn019,105000,-0.0026792,500,"Pleth, simulated finger PPG; and II, simulated ECG",500,BW,40.0,80.0,40.00000000000001,5041018.934186265,0.6666666666666667,143.8644151065262,165.0961058191232,143.8644151065262,0.9928669136751049,40.0,0.9999999999999998,80.0,0.0,80.0,80.0,280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,1.0,0.025962359234818967,154.8445888892516,-300.75240129853523,711.3946627061481,1012.1470640046833,2.574533518719187,8.388591288879503,19.078816273195578,0.9996747205963045,0.010695238095238094
rrest-syn020,105000,-0.0027211,500,"Pleth, simulated finger PPG; and II, simulated ECG",500,BW,42.0,80.0,42.00000000000001,5111904.299838046,0.7000000000000001,137.3431545786178,171.32256745110226,137.3431545786178,0.9893253459880014,42.0,0.9999999999999998,80.0,0.0,80.0,80.0,280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,1.0,0.011278459521893802,155.26519909573577,-354.6412780304512,771.0138940742519,1125.655172104703,2.8074595265119497,10.48396984347869,19.10173402331848,0.9952039291265181,0.012085714285714286
rrest-syn021,105000,-0.002763,500,"Pleth, simulated finger PPG; and II, simulated ECG",500,BW,44.0,80.0,44.0,5158179.518331224,0.7333333333333334,137.27895651793537,171.8767594115831,137.27895651793537,0.9795378509130496,44.0,1.0,80.0,0.0,80.0,80.0,280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,1.0,-0.0017687004516563406,155.54281135012113,-355.03207926316463,771.8692489949856,1126.9013282581502,2.803999939199164,10.465216327900794,19.11661390280678,0.9939486587782304,0.011714285714285714
rrest-syn022,105000,-0.0028048,500,"Pleth, simulated finger PPG; and II, simulated ECG",500,BW,46.0,80.0,46.0,5188546.072390804,0.7666666666666667,137.24559193473613,172.23592625702216,137.24559193473613,0.973990497464171,46.0,1.0,80.0,0.0,80.0,80.0,280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,1.0,-0.013075726647707139,155.72663007367933,-356.18070776962634,772.5760664287574,1128.7567741983837,2.797440875462146,10.433114022549594,19.126230513559403,0.997593720335584,0.012114285714285715
rrest-syn023,105000,-0.0028467,500,"Pleth, simulated finger PPG; and II, simulated ECG",500,BW,48.0,80.0,48.0,5208629.040290839,0.8,136.8701055419099,172.75502379145811,136.8701055419099,0.9820290308388615,48.0,1.0,80.0,0.0,80.0,80.0,280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,1.0,-0.02273632036790853,155.84884266390577,-361.94329506471496,769.0799761551092,1131.0232712198242,2.827203530131296,10.577955651113996,19.132409388750066,0.9961646808889303,0.011733333333333333
rrest-syn024,105000,-0.0028886,500,"Pleth, simulated finger PPG; and II, simulated ECG",500,BW,50.0,80.0,50.0,5222035.27497403,0.8333333333333334,137.34178102091252,172.5285239288063,137.34178102091252,0.9713026375654683,50.0,1.0,80.0,0.0,80.0,80.0,280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,1.0,-0.030924378176259936,155.93084272649617,-362.77841963186796,773.0237071451548,1135.8021267770227,2.791690010685122,10.404738095640658,19.136334753818637,0.9916106163643131,0.012019047619047618
rrest-syn026,105000,-0.0029724,500,"Pleth, simulated finger PPG; and II, simulated ECG",500,BW,54.0,80.0,54.00000000000001,5237218.305525651,0.9000000000000001,137.21205257470848,172.80186633906848,137.21205257470848,0.988206122498767,54.0,0.9999999999999999,80.0,0.0,80.0,80.0,280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,1.0,-0.04364400795572657,156.02504683108972,-356.95467295013975,784.0037572864759,1140.9584302366156,2.7901406312735286,10.398050999197233,19.14017294927571,0.997610020796428,0.0124
rrest-syn025,105000,-0.0029305,500,"Pleth, simulated finger PPG; and II, simulated ECG",500,BW,52.0,80.0,52.0,5231068.116023158,0.8666666666666667,137.21924701697674,172.7269849457507,137.21924701697674,0.9857488697126817,52.0,1.0,80.0,0.0,80.0,80.0,280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,1.0,-0.03783209972875569,155.98674887493883,-357.1266719308457,775.185708163709,1132.3123800945548,2.793680482702731,10.4141701927365,19.138749608647345,0.9948433128328568,0.012
rrest-syn027,105000,-0.0030143,500,"Pleth, simulated finger PPG; and II, simulated ECG",500,BW,56.0,80.0,56.00000000000001,5241437.322131473,0.9333333333333335,137.21463250000158,172.84677443031381,137.21463250000158,0.9756848941745114,56.0,0.9999999999999999,80.0,0.0,80.0,80.0,280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,1.0,-0.0485247751122699,156.0510500581061,-355.0323816069151,791.1902414772162,1146.2226230841313,2.7844822963459603,10.372358177359002,19.140939558726075,0.9918652836067678,0.011714285714285714
rrest-syn028,105000,-0.0030562,500,"Pleth, simulated finger PPG; and II, simulated ECG",500,BW,58.0,80.0,58.00000000000001,5244362.738275195,0.9666666666666668,137.203356131687,172.88948856372065,137.203356131687,0.9724973382249171,58.0,0.9999999999999999,80.0,0.0,80.0,80.0,280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,1.0,-0.052617433756601606,156.06974950495785,-357.1261026417348,796.3570940099694,1153.4831966517042,2.7891816010458528,10.395062477054502,19.14120974722106,0.9918431890708428,0.012266666666666667
rrest-syn029,105000,-0.003098,500,"Pleth, simulated finger PPG; and II, simulated ECG",500,BW,60.0,80.0,60.0,5246414.976329885,1.0,136.98552480333123,173.08630141442606,136.98552480333123,0.9855399241324325,60.0,1.0,80.0,0.0,80.0,80.0,280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,1.0,-0.05604395920092207,156.0831486773833,-360.1270177848266,799.1738776841786,1159.3008954690051,2.7841789301876543,10.396997142254,19.14115257263479,0.9993866616310186,0.010666666666666666
rrest-syn030,105000,0.010200000000000209,500,"Pleth, simulated finger PPG; and II, simulated ECG",500,AM,4.0,80.0,80.00000000000001,40721350.494514994,1.3333333333333335,1376.1314324066225,1413.793839923472,1376.1314324066225,0.9955113958775599,4.0,-18.000000000000004,80.0,0.0,80.0,80.0,280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,1.0,-0.34757228212583535,1395.0897140082102,-2979.179765080231,7407.928673924171,10387.108439004402,3.243695384010905,12.912717675492063,18.15597397944904,0.968114017546553,0.010676190476190476
rrest-syn031,105000,0.010200000000000209,500,"Pleth, simulated finger PPG; and II, simulated ECG",500,AM,6.0,80.0,80.00000000000001,40721347.122612424,1.3333333333333335,1376.1302187591057,1413.795011527939,1376.1302187591057,0.9952268914368332,6.0,-11.333333333333336,80.0,0.0,80.0,80.0,280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,1.0,-0.3478434410083864,1395.0897090536243,-2976.7316407524636,7411.373022335388,10388.104663087852,3.243666503323283,12.912450528014999,18.155973604940204,0.9938868593683995,0.010676190476190476
rrest-syn032,105000,0.010200000000000209,500,"Pleth, simulated finger PPG; and II, simulated ECG",500,AM,8.0,80.0,80.00000000000001,40721333.403600186,1.3333333333333335,1376.1283242690445,1413.7965851941265,1376.1283242690445,0.9948388619785111,8.0,-8.000000000000002,80.0,0.0,80.0,80.0,280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,1.0,-0.34822621437363793,1395.0895720180547,-2973.289183343116,7396.949185788696,10370.238369131812,3.2436252328839865,12.912068758876854,18.15597229399945,0.9907111388964055,0.010676190476190476
rrest-syn034,105000,0.010200000000000209,500,"Pleth, simulated finger PPG; and II, simulated ECG",500,AM,12.0,80.0,80.00000000000001,40721303.71348726,1.3333333333333335,1376.1222638706165,1413.8019405796433,1376.1222638706165,0.9937946117398004,12.0,-4.666666666666668,80.0,0.0,80.0,80.0,280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,1.0,-0.3493212593324981,1395.0892964767904,-2963.572680743541,7410.595583389263,10374.168264132804,3.2435006919570832,12.91091530919415,18.15596916282333,0.9937931040873235,0.010676190476190476
rrest-syn033,105000,0.010200000000000209,500,"Pleth, simulated finger PPG; and II, simulated ECG",500,AM,10.0,80.0,80.00000000000001,40721317.407329,1.3333333333333335,1376.1256231473776,1413.7987667933908,1376.1256231473776,0.9943573001428182,10.0,-6.000000000000002,80.0,0.0,80.0,80.0,280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,1.0,-0.3487186301387091,1395.0893451802658,-2968.9018824317454,7388.741773603416,10357.643656035161,3.243570579993748,12.911561801097644,18.155970886799857,0.9989500753740816,0.010676190476190476
rrest-syn035,105000,0.010200000000000209,500,"Pleth, simulated finger PPG; and II, simulated ECG",500,AM,14.0,80.0,80.00000000000001,40721276.79039088,1.3333333333333335,1376.1175827969134,1413.8057400529258,1376.1175827969134,0.9931653927682047,14.0,-3.7142857142857153,80.0,0.0,80.0,80.0,280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,1.0,-0.35003551040684516,1395.0889128960455,-2957.29910043281,7409.495431823133,10366.794532255943,3.2434184511768533,12.910142850500488,18.15596673250482,0.9971447844127506,0.010676190476190476
rrest-syn036,105000,0.010200000000000209,500,"Pleth, simulated finger PPG; and II, simulated ECG",500,AM,16.0,80.0,80.00000000000001,40721254.0182627,1.3333333333333335,1376.1117733224119,1413.8108617284238,1376.1117733224119,0.9924859925010148,16.0,-3.000000000000001,80.0,0.0,80.0,80.0,280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,1.0,-0.350858963031898,1395.0886427611258,-2950.1376935380486,7353.6865377152735,10303.824231253322,3.2433209790545834,12.909224129635232,18.155964290513506,0.9917461644657547,0.010676190476190476
rrest-syn037,105000,0.010200000000000209,500,"Pleth, simulated finger PPG; and II, simulated ECG",500,AM,18.0,80.0,80.00000000000001,40721224.37697212,1.3333333333333335,1376.1042884340125,1413.817252665568,1376.1042884340125,0.9917741886799881,18.0,-2.444444444444445,80.0,0.0,80.0,80.0,280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,1.0,-0.3517909488588866,1395.088189475981,-2942.0808285854623,7409.080948024386,10351.161776609848,3.243200767660883,12.90810305140468,18.155961475251104,0.9938415894587135,0.010676190476190476
rrest-syn038,105000,0.010200000000000209,500,"Pleth, simulated finger PPG; and II, simulated ECG",500,AM,20.0,80.0,80.00000000000001,40721189.113918155,1.3333333333333335,1376.0949779269738,1413.8254619727084,1376.0949779269738,0.9910487579068692,20.0,-2.000000000000001,80.0,0.0,80.0,80.0,280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,1.0,-0.3528292003469691,1395.087757224616,-2933.173018667783,7324.776194380453,10257.949213048236,3.243062541825656,12.90661784141063,18.155957489131847,0.9997613602828108,0.010676190476190476
rrest-syn039,105000,0.010200000000000209,500,"Pleth, simulated finger PPG; and II, simulated ECG",500,AM,22.0,80.0,80.00000000000001,40721151.17813901,1.3333333333333335,1376.0833700427022,1413.8356821948962,1376.0833700427022,0.9903289624782656,22.0,-1.6363636363636371,80.0,0.0,80.0,80.0,280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,1.0,-0.35396404305569856,1395.0872109426148,-2923.443584753341,7406.1550075638,10329.598592317141,3.2428971499485955,12.905209086336065,18.155952741881524,0.9948391734844431,0.010676190476190476
rrest-syn040,105000,0.010200000000000209,500,"Pleth, simulated finger PPG; and II, simulated ECG",500,AM,24.0,80.0,80.00000000000001,40721107.35232877,1.3333333333333335,1376.0687385191493,1413.8485365512763,1376.0687385191493,0.9896342902351252,24.0,-1.333333333333334,80.0,0.0,80.0,80.0,280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,1.0,-0.35518649656313,1395.0865083009403,-2912.9293329266707,7406.445140132592,10319.374473059263,3.242711567430646,12.903397514799515,18.155947352594733,0.9941607623408767,0.010676190476190476
rrest-syn041,105000,0.010299999999999976,500,"Pleth, simulated finger PPG; and II, simulated ECG",500,AM,26.0,80.0,80.00000000000001,40721061.18670396,1.3333333333333335,1376.0503038189504,1413.864800272438,1376.0503038189504,0.9893185747770092,26.0,-1.0769230769230775,80.0,0.0,80.0,80.0,280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,1.0,-0.35647497787843146,1395.0856577682569,-2901.656721810542,7404.790629193414,10306.447351003957,3.242493709644223,12.901272239474089,18.155940916550733,0.9985008449706093,0.010676190476190476
rrest-syn042,105000,0.010299999999999976,500,"Pleth, simulated finger PPG; and II, simulated ECG",500,AM,28.0,80.0,80.00000000000001,40721007.82740578,1.3333333333333335,1376.0269753799662,1413.885164262852,1376.0269753799662,0.988963352011388,28.0,-0.8571428571428577,80.0,0.0,80.0,80.0,280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,1.0,-0.35779806633195627,1395.084471758352,-2889.6492405482027,7401.225070920197,10290.8743114684,3.242248089936763,12.898826567664639,18.15593277822054,0.9969679577046785,0.010676190476190476
rrest-syn043,105000,0.010299999999999976,500,"Pleth, simulated finger PPG; and II, simulated ECG",500,AM,30.0,80.0,80.00000000000001,40720948.18112016,1.3333333333333335,1375.9975969262082,1413.9108697955494,1375.9975969262082,0.9883819394602728,30.0,-0.6666666666666672,80.0,0.0,80.0,80.0,280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,1.0,-0.3591067727738327,1395.0830092723968,-2876.9831884942996,7401.836298214578,10278.819486708879,3.241965977335257,12.895977354610213,18.1559217498245,0.9987042691390509,0.010676190476190476
rrest-syn044,105000,0.010299999999999976,500,"Pleth, simulated finger PPG; and II, simulated ECG",500,AM,32.0,80.0,80.00000000000001,40720886.595025346,1.3333333333333335,1375.9601860754258,1413.9433667612268,1375.9601860754258,0.9898680994913212,32.0,-0.5000000000000004,80.0,0.0,80.0,80.0,280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,1.0,-0.3603206795786352,1395.0810277986989,-2863.683081155664,7336.69463014452,10200.377711300183,3.241623952305363,12.892550057243412,18.155907961401173,0.9972947654134122,0.010676190476190476
rrest-syn045,105000,0.010299999999999976,500,"Pleth, simulated finger PPG; and II, simulated ECG",500,AM,34.0,80.0,80.00000000000001,40720821.9665217,1.3333333333333335,1375.912670130413,1413.9842377485866,1375.912670130413,0.9911725998331039,34.0,-0.35294117647058876,80.0,0.0,80.0,80.0,280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,1.0,-0.3613254564454629,1395.0783078158433,-2853.9075082979334,7395.178358282799,10249.085866580732,3.241234287744411,12.888542341072121,18.15588983174063,0.9985419241426825,0.010676190476190476
rrest-syn046,105000,0.010299999999999976,500,"Pleth, simulated finger PPG; and II, simulated ECG",500,AM,36.0,80.0,80.00000000000001,40720759.06447325,1.3333333333333335,1375.852475850629,1414.035458204363,1375.852475850629,0.99216966046432,36.0,-0.22222222222222254,80.0,0.0,80.0,80.0,280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,1.0,-0.3619464789415295,1395.0745824800997,-2854.361863655459,7393.653650946876,10248.015514602335,3.240781601732074,12.883791974434805,18.155865092568863,0.9956215819149503,0.010676190476190476
rrest-syn047,105000,0.010299999999999976,500,"Pleth, simulated finger PPG; and II, simulated ECG",500,AM,38.0,80.0,80.00000000000001,40720696.938677184,1.3333333333333335,1375.7763994092031,1414.0988885284225,1375.7763994092031,0.9927650903476296,38.0,-0.10526315789473717,80.0,0.0,80.0,80.0,280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,1.0,-0.36193059782465825,1395.0692163331169,-2859.50279855472,7389.774582877761,10249.277381432481,3.2402566171354006,12.878164918530967,18.15583001246585,0.996369178341879,0.010676190476190476
rrest-syn048,105000,0.010299999999999976,500,"Pleth, simulated finger PPG; and II, simulated ECG",500,AM,40.0,80.0,80.00000000000001,40720654.092961304,1.3333333333333335,1372.33692899914,1414.318476094,1372.33692899914,0.9928910618213502,40.0,-4.440892098500626e-16,80.0,0.0,80.0,80.0,280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,1.0,-0.36091874428334664,1393.485785406311,-2805.027913604889,7081.375546385131,9886.40345999002,3.2285059269237943,12.737359908958506,18.15881627479687,0.9997403838684992,0.010676190476190476
